TERM,TERM_DESCRSHORT,CRN,SUBJECT,COURSE_NUMBR,SECTION_NUMBER,CRSE_DESCR,UM_MODALITY,SCHD_DESC,SECTION_ENROLLMENT,SECTION_CAP,SECTION_CREDITS,CREDITS_HIGH,CREDITS_LOW,CLASS_INST_ID,CLASS_INSTR_NAME,APPT_DEPT_DESCRIPTION,COLLEGE_SCHOOL,JOBCODE,JOBCODE_DESCRIPTION
202420,Winter 2024,22431,PSY,401,W1,Advanced Research,Fully Online,Online/Web Based,16,16,64,4,4,23683878,"Sela, Yael",Flint Psychology,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,22405,PSY,319,W1,Principles of Research Design,Fully Online,Online/Web Based,24,24,96,4,4,51060314,"Shattuck, Kraig",Flint Psychology,Flint CASE,202820,LEO Lecturer I
202420,Winter 2024,24713,PTP,630,01,Integrated Clinical Exp II,In Person,Lecture/Lab,62,66,124,2,2,14655140,"Sherman, Erica",Flint Physical Therapy,Flint College Health Sciences,201640,CLINICAL ASSOC PROF
202420,Winter 2024,20835,PTP,823,01,Clinical Internship I,In Person,Field Work,57,60,285,5,5,14655140,"Sherman, Erica",Flint Physical Therapy,Flint College Health Sciences,201640,CLINICAL ASSOC PROF
202420,Winter 2024,20836,PTP,824,01,Clinical Internship II,In Person,Field Work,57,60,285,5,5,14655140,"Sherman, Erica",Flint Physical Therapy,Flint College Health Sciences,201640,CLINICAL ASSOC PROF
202420,Winter 2024,24832,NUR,307,W3,Integrated Case Studies in NUR,Fully Online,Online/Web Based,12,30,36,3,3,05552642,"Sienkiewicz, Teresa",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,24414,NUR,372,W1,Self-Care for Nurses,Fully Online,Online/Web Based,25,30,25,1,1,05552642,"Sienkiewicz, Teresa",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,24415,NUR,372,W2,Self-Care for Nurses,Fully Online,Online/Web Based,22,30,22,1,1,05552642,"Sienkiewicz, Teresa",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,24866,NUR,912,W2,DNP Research Seminar V,Fully Online,Online/Web Based,1,2,1,4,1,05552642,"Sienkiewicz, Teresa",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,22996,ARH,112,01,Renaissance-Modern Art History,In Person,Lecture/Discussion,13,30,39,3,3,94168734,"Sikarskie, Amanda",Flint Art & Art History,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,24152,ARH,112,W2,Renaissance-Modern Art History,Fully Online,Online/Web Based,11,30,33,3,3,94168734,"Sikarskie, Amanda",Flint Art & Art History,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,20696,COM,170,W1,Intro to Digital Culture,Fully Online,Online/Web Based,31,30,93,3,3,49156406,"Silva, Michelle",Flint Communications Studies,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24668,COM,170,W3,Intro to Digital Culture,Fully Online,Online/Web Based,6,20,18,3,3,49156406,"Silva, Michelle",Flint Communications Studies,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24849,COM,170,W4,Intro to Digital Culture,Fully Online,Online/Web Based,8,10,24,3,3,49156406,"Silva, Michelle",Flint Communications Studies,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,22316,COM,200,02,Intro to Human Communication,In Person,Lecture/Discussion,11,30,33,3,3,49156406,"Silva, Michelle",Flint Communications Studies,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,23565,COM,210,01,Intro to Public Speaking,In Person,Lecture/Discussion,20,25,60,3,3,49156406,"Silva, Michelle",Flint Communications Studies,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24716,CSC,230,H1,Intro to Discrete Structures,Hyperflex,On Campus or Online,18,35,72,4,4,05601336,"Simkani, Mehrdad",Flint Mathematics,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,24078,MTH,200,H1,Math Proofs & Structures,Hyperflex,On Campus or Online,12,35,36,3,3,05601336,"Simkani, Mehrdad",Flint Mathematics,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,24080,MTH,230,H1,Intro to Discrete Structures,Hyperflex,On Campus or Online,17,35,68,4,4,05601336,"Simkani, Mehrdad",Flint Mathematics,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,24471,EIM,240,W1,Intro to Entrepreneurship,Fully Online,Online/Web Based,16,15,48,3,3,24556681,"Simon, Mark",Flint School of Management,Flint Management Dean,201000,PROFESSOR
202420,Winter 2024,24472,EIM,240,W2,Intro to Entrepreneurship,Fully Online,Online/Web Based,38,40,114,3,3,24556681,"Simon, Mark",Flint School of Management,Flint Management Dean,201000,PROFESSOR
202420,Winter 2024,24475,EIM,545,F1,Entrepreneurship,Hyperflex,Online/Web Based,15,35,45,3,3,24556681,"Simon, Mark",Flint School of Management,Flint Management Dean,201000,PROFESSOR
202420,Winter 2024,24284,EDM,100,W1,Probl Solving/College Students,Fully Online,Online/Web Based,29,30,87,3,3,77659937,"Sippert, Karin",Flint Education,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,23223,EDM,301,01,Understanding Whole Numbers,In Person,Lecture/Discussion,29,30,87,3,3,77659937,"Sippert, Karin",Flint Education,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24179,BIO,328,02,Genetics,In Person,Lecture/Discussion,13,26,52,4,4,96454110,"Slater, Jill",Flint Biology,Flint College of Innov. & Tech,202880,LEO Lecturer IV
202420,Winter 2024,23867,PSY,100,01,Principles of Psychology,In Person,Lecture/Discussion,49,50,147,3,3,39499262,"Smith, Amanda",Flint Psychology,Flint CASE,202860,LEO Lecturer III
202420,Winter 2024,24070,PSY,100,W1,Principles of Psychology,Fully Online,Online/Web Based,11,30,33,3,3,39499262,"Smith, Amanda",Flint Psychology,Flint CASE,202860,LEO Lecturer III
202420,Winter 2024,23354,PSY,100,W2,Principles of Psychology,Fully Online,Online/Web Based,30,30,90,3,3,39499262,"Smith, Amanda",Flint Psychology,Flint CASE,202860,LEO Lecturer III
202420,Winter 2024,22413,PSY,352,W1,Intro to Clinical Psychology,Fully Online,Online/Web Based,19,30,57,3,3,39499262,"Smith, Amanda",Flint Psychology,Flint CASE,202860,LEO Lecturer III
202420,Winter 2024,23977,OTP,655,01,Clin App. I Children & Adol.,In Person,Field Work,12,40,24,2,2,18502687,"Smith, Angela",Flint Occupational Therapy,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,23978,OTP,757,01,Clinical App III-Older Adults,In Person,Field Work,8,40,16,2,2,18502687,"Smith, Angela",Flint Occupational Therapy,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,24707,OTP,865,01,Level II Fieldwork II,In Person,Field Work,21,24,126,6,6,18502687,"Smith, Angela",Flint Occupational Therapy,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,24103,ANT,105,W1,Human Origins And Prehistory,Fully Online,Online/Web Based,25,24,100,4,4,82125176,"Smith, Beverley","Flint Soc,Anthropology & CJ",Flint CASE,201110,ASSOC PROF EMERITUS/A
202420,Winter 2024,21601,HCR,477,W1,Financial Management in HCR,Fully Online,Online/Web Based,24,30,72,3,3,97675584,"Smith, Brent",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202820,LEO Lecturer I
202420,Winter 2024,24583,CSC,127,W1,Using Unix Computer Sys,Fully Online,Online/Web Based,12,35,12,1,1,84071650,"Smith, Cherie",Flint Computer Science,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,24824,CSC,137,W2,Fundamentals of Unix/Linux,Fully Online,Online/Web Based,34,35,102,3,3,84071650,"Smith, Cherie",Flint Computer Science,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,24567,PTP,623,W1,Intro Musculoskeletal Imaging,Fully Online,Online/Web Based,13,20,13,1,1,96993161,"Smith, Laura",Flint Physical Therapy,Flint College Health Sciences,201500,ASSOC PROFESSOR
202420,Winter 2024,24507,PTP,681,01,"Teaching, Learning & Health Ed",In Person,Lecture/Discussion,62,66,124,2,2,96993161,"Smith, Laura",Flint Physical Therapy,Flint College Health Sciences,201500,ASSOC PROFESSOR
202420,Winter 2024,24566,PTP,894,W1,Post-Prof Service Learning,Fully Online,Online/Web Based,14,20,14,1,1,96993161,"Smith, Laura",Flint Physical Therapy,Flint College Health Sciences,201500,ASSOC PROFESSOR
202420,Winter 2024,23915,PTP,773,01,Pulm Cond Exam Mgmt,In Person,Lecture/Lab,22,24,66,3,3,52354110,"Smith, Leslie",Flint Physical Therapy,Flint College Health Sciences,201640,CLINICAL ASSOC PROF
202420,Winter 2024,23916,PTP,773,02,Pulm Cond Exam Mgmt,In Person,Lecture/Lab,25,25,75,3,3,52354110,"Smith, Leslie",Flint Physical Therapy,Flint College Health Sciences,201640,CLINICAL ASSOC PROF
202420,Winter 2024,23923,PHS,247,W1,Public Health Statistics,Fully Online,Online/Web Based,27,25,81,3,3,98181608,"Sneed, Rodlescia",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202840,LEO Lecturer II
202420,Winter 2024,24490,MKT,334,W1,Intro to Esports Business,Fully Online,Online/Web Based,16,35,48,3,3,96690563,"Sobczyk, Benjamin",Flint School of Management,Flint Management Dean,202820,LEO Lecturer I
202420,Winter 2024,24279,CHM,151,W1,CHM Lab for Hlth Sciences,Fully Online,Online/Web Based,53,50,53,1,1,88367153,"Song, Jie",Flint Dept of Chem/Biochem,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,23816,CHM,262,01,Principles of Chemistry II,In Person,Lecture/Discussion,41,72,164,4,4,88367153,"Song, Jie",Flint Dept of Chem/Biochem,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,22120,RSP,330,W1,Patient Educ./Disease Mgmt,Fully Online,Online/Web Based,30,25,90,3,3,06771187,"Spaulding, Shane",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202820,LEO Lecturer I
202420,Winter 2024,24577,CIS,314,01,Computer Ethics,In Person,Lecture/Discussion,36,35,144,4,4,22921988,"Spradling, Matthew",Flint Computer Science,Flint College of Innov. & Tech,201500,ASSOC PROFESSOR
202420,Winter 2024,24595,CSC,275,H1,Prob Solving & Programming II,Hyperflex,On Campus or Online,16,35,64,4,4,22921988,"Spradling, Matthew",Flint Computer Science,Flint College of Innov. & Tech,201500,ASSOC PROFESSOR
202420,Winter 2024,24598,CSC,375,01,Data Structures,In Person,Lecture/Lab,29,35,116,4,4,22921988,"Spradling, Matthew",Flint Computer Science,Flint College of Innov. & Tech,201500,ASSOC PROFESSOR
202420,Winter 2024,24889,CSC,391,99,Independent Study,Independent Study,Study,1,5,1,4,1,22921988,"Spradling, Matthew",Flint Computer Science,Flint College of Innov. & Tech,201500,ASSOC PROFESSOR
202420,Winter 2024,24391,EDN,510,W1,Teaching in Inclusive Classrm,Fully Online,Online/Web Based,21,30,63,3,3,91449728,"Sreckovic, Melissa",Flint Education,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24372,EDS,515,W1,DEI in Secondary Classrooms,Fully Online,Online/Web Based,21,30,22,3,1,91449728,"Sreckovic, Melissa",Flint Education,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,20374,HON,494,99,Off-Campus Study/Thesis Prep,Independent Study,Research,18,20,18,1,1,91449728,"Sreckovic, Melissa",Flint Education,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,23376,SOC,100,W1,Introduction to Sociology,Fully Online,Online/Web Based,28,45,84,3,3,13609782,"St-George, Megan","Flint Soc,Anthropology & CJ",Flint CASE,202820,LEO Lecturer I
202420,Winter 2024,24658,SOC,215,W2,General Statistics,Fully Online,Online/Web Based,20,30,60,3,3,13609782,"St-George, Megan","Flint Soc,Anthropology & CJ",Flint CASE,202820,LEO Lecturer I
202420,Winter 2024,22116,HCR,564,W1,Hlthcare Marketing Strategies,Fully Online,Online/Web Based,11,30,33,3,3,30122627,"Stallings, LaRhonda",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202840,LEO Lecturer II
202420,Winter 2024,24636,AST,131,W1,Astronomy of the Solar System,Fully Online,Online/Web Based,28,32,112,4,4,57399788,"Stark, Michele",Flint Physics,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,22837,PHY,110,01,Conceptual PHY by Inquiry Meth,In Person,Lecture/Lab,26,25,104,4,4,57399788,"Stark, Michele",Flint Physics,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,24451,BUS,499,F2,Special Topics Seminar,Study Abroad,Flex Mode,45,45,135,3,3,51877583,"Stephens, John",Flint School of Management,Flint Management Dean,202880,LEO Lecturer IV
202420,Winter 2024,24452,FIN,269,W1,Personal Finance,Fully Online,Online/Web Based,44,45,132,3,3,51877583,"Stephens, John",Flint School of Management,Flint Management Dean,202880,LEO Lecturer IV
202420,Winter 2024,21505,FIN,466,W1,International Finance,Fully Online,Online/Web Based,28,45,84,3,3,51877583,"Stephens, John",Flint School of Management,Flint Management Dean,202880,LEO Lecturer IV
202420,Winter 2024,24458,FIN,468,F1,Mgt of Financial Institutions,Hyperflex,Flex Mode,12,45,36,3,3,51877583,"Stephens, John",Flint School of Management,Flint Management Dean,202880,LEO Lecturer IV
202420,Winter 2024,21506,FIN,566,W1,International Finance,Fully Online,Online/Web Based,4,45,12,3,3,51877583,"Stephens, John",Flint School of Management,Flint Management Dean,202880,LEO Lecturer IV
202420,Winter 2024,24459,FIN,567,F1,Financial Statement Analysis,Hyperflex,Flex Mode,10,45,30,3,3,51877583,"Stephens, John",Flint School of Management,Flint Management Dean,202880,LEO Lecturer IV
202420,Winter 2024,24460,FIN,568,F1,Financial Markets,Hyperflex,Flex Mode,3,45,9,3,3,51877583,"Stephens, John",Flint School of Management,Flint Management Dean,202880,LEO Lecturer IV
202420,Winter 2024,22481,ART,120,W1,Intro to the Visual Art,Fully Online,Online/Web Based,30,30,90,3,3,20691464,"Stevens, Holly",Flint Art & Art History,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,24162,ART,120,W2,Intro to the Visual Art,Fully Online,Online/Web Based,27,30,81,3,3,20691464,"Stevens, Holly",Flint Art & Art History,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,24659,ART,120,W3,Intro to the Visual Art,Fully Online,Online/Web Based,19,20,57,3,3,20691464,"Stevens, Holly",Flint Art & Art History,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,24859,ART,120,W4,Intro to the Visual Art,Fully Online,Online/Web Based,10,10,30,3,3,20691464,"Stevens, Holly",Flint Art & Art History,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,23818,NSC,233,W1,Gen Principles of Pharmacology,Fully Online,Online/Web Based,38,60,114,3,3,52103289,"Streetman, Daniel",Flint Nursing,Flint Nursing,202840,LEO Lecturer II
202420,Winter 2024,24392,BIO,328,03,Genetics,In Person,Lecture/Discussion,24,24,96,4,4,47148900,"Sucic, Joseph",Flint Biology,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,24394,BIO,328,05,Genetics,In Person,Lecture/Discussion,22,24,88,4,4,47148900,"Sucic, Joseph",Flint Biology,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,22641,BIO,468,01,Molecular Biology of Eucaryote,In Person,Lecture/Discussion,9,12,36,4,4,47148900,"Sucic, Joseph",Flint Biology,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,22955,PHS,552,01,Epidemiology and Public Health,In Person,Lecture/Discussion,49,50,98,2,2,29515387,"Sutton, Stephanie",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202820,LEO Lecturer I
202420,Winter 2024,24564,HCR,252,W1,Disease & Illness Hlth Eq Lens,Fully Online,Online/Web Based,30,30,90,3,3,80665147,"Suzuki, Rie",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,201000,PROFESSOR
202420,Winter 2024,20430,HCR,379,W1,Intro to Hlth Edu & Hlth Promo,Fully Online,Online/Web Based,29,30,87,3,3,80665147,"Suzuki, Rie",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,201000,PROFESSOR
202420,Winter 2024,20438,PHS,595,99,Pub Hlth Intg Learn Experience,Independent Study,Study,2,10,4,2,2,80665147,"Suzuki, Rie",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,201000,PROFESSOR
202420,Winter 2024,24612,CSC,565,01,Computer System Architecture,In Person,Lecture/Lab,5,35,20,4,4,78664665,"Syed, Zahid",Flint Computer Science,Flint College of Innov. & Tech,201500,ASSOC PROFESSOR
202420,Winter 2024,24613,CSC,565,W1,Computer System Architecture,Fully Online,Online/Web Based,13,35,52,4,4,78664665,"Syed, Zahid",Flint Computer Science,Flint College of Innov. & Tech,201500,ASSOC PROFESSOR
202420,Winter 2024,24632,ITI,360,01,Info Tech Hardware & Software,In Person,Lecture/Lab,10,35,40,4,4,78664665,"Syed, Zahid",Flint Computer Science,Flint College of Innov. & Tech,201500,ASSOC PROFESSOR
202420,Winter 2024,24874,CIS,391,99,Independent Study,Independent Study,Study,1,5,1,4,1,31653984,"Tang, Charlotte",Flint Computer Science,Flint College of Innov. & Tech,201500,ASSOC PROFESSOR
202420,Winter 2024,24787,CIS,591,99,Independent GR study in CIS,Independent Study,Study,2,5,5,4,1,31653984,"Tang, Charlotte",Flint Computer Science,Flint College of Innov. & Tech,201500,ASSOC PROFESSOR
202420,Winter 2024,24596,CSC,310,01,Human-Computer Interaction,In Person,Lecture/Lab,22,35,88,4,4,31653984,"Tang, Charlotte",Flint Computer Science,Flint College of Innov. & Tech,201500,ASSOC PROFESSOR
202420,Winter 2024,24606,CSC,522,W1,Adv Human Computer Interaction,Fully Online,Online/Web Based,7,35,28,4,4,31653984,"Tang, Charlotte",Flint Computer Science,Flint College of Innov. & Tech,201500,ASSOC PROFESSOR
202420,Winter 2024,23973,PHY,145,01,College Physics II,In Person,Lecture/Lab,15,32,60,4,4,95395610,"Tarini, Laurence",Flint Physics,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,22286,PHY,245,01,Principles of Physics II,In Person,Lecture/Lab,19,32,95,5,5,95395610,"Tarini, Laurence",Flint Physics,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,22363,PSY,102,W1,Mindfulness Theory & Practice,Fully Online,Online/Web Based,29,30,29,1,1,49523947,"Taylor, Amanda",Flint Psychology,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,22411,PSY,336,W1,Psychology of Personality,Fully Online,Online/Web Based,29,30,87,3,3,49523947,"Taylor, Amanda",Flint Psychology,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,22412,PSY,351,W1,Techniques of Behavior Change,Fully Online,Online/Web Based,22,24,88,4,4,49523947,"Taylor, Amanda",Flint Psychology,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,22428,PSY,400,W2,Advanced Topics in Psychology,Fully Online,Online/Web Based,17,24,68,4,4,49523947,"Taylor, Amanda",Flint Psychology,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,23119,NUR,330,01,Maternity Nursing,In Person,Lecture/Discussion,7,8,35,5,5,84822477,"Tedrow, Lisa",Flint Nursing,Flint Nursing,202140,CLINICAL ASST PROF
202420,Winter 2024,23120,NUR,330,02,Maternity Nursing,In Person,Field Work,6,8,30,5,5,84822477,"Tedrow, Lisa",Flint Nursing,Flint Nursing,202140,CLINICAL ASST PROF
202420,Winter 2024,23121,NUR,330,03,Maternity Nursing,In Person,Field Work,7,8,35,5,5,84822477,"Tedrow, Lisa",Flint Nursing,Flint Nursing,202140,CLINICAL ASST PROF
202420,Winter 2024,23122,NUR,330,04,Maternity Nursing,In Person,Lecture/Discussion,6,8,30,5,5,84822477,"Tedrow, Lisa",Flint Nursing,Flint Nursing,202140,CLINICAL ASST PROF
202420,Winter 2024,23123,NUR,330,05,Maternity Nursing,In Person,Lecture/Discussion,7,8,35,5,5,84822477,"Tedrow, Lisa",Flint Nursing,Flint Nursing,202140,CLINICAL ASST PROF
202420,Winter 2024,22301,MUS,302,01,Chamber Music,In Person,Performance,4,8,4,1,1,50714933,"Thomason-Redus, Caen",Flint Music,Flint CASE,202820,LEO Lecturer I
202420,Winter 2024,24079,MTH,220,01,Elementary Linear Algebra,In Person,Lecture/Discussion,12,35,36,3,3,77209805,"Thompson, Howard",Flint Mathematics,Flint College of Innov. & Tech,201500,ASSOC PROFESSOR
202420,Winter 2024,24082,MTH,305,02,Differential Equations,In Person,Lecture/Discussion,15,35,45,3,3,77209805,"Thompson, Howard",Flint Mathematics,Flint College of Innov. & Tech,201500,ASSOC PROFESSOR
202420,Winter 2024,24086,MTH,385,01,History of Mathematics,In Person,Lecture/Discussion,7,35,21,3,3,77209805,"Thompson, Howard",Flint Mathematics,Flint College of Innov. & Tech,201500,ASSOC PROFESSOR
202420,Winter 2024,24656,ENG,111,W5,College Rhetoric,Fully Online,Online/Web Based,18,24,54,3,3,09277550,"Thum, Maureen",Flint English,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,23674,ENG,112,W7,Critical Writing & Reading,Fully Online,Online/Web Based,24,24,72,3,3,09277550,"Thum, Maureen",Flint English,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,23675,ENG,112,W8,Critical Writing & Reading,Fully Online,Online/Web Based,24,24,72,3,3,09277550,"Thum, Maureen",Flint English,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,23676,ENG,112,W9,Critical Writing & Reading,Fully Online,Online/Web Based,24,24,72,3,3,09277550,"Thum, Maureen",Flint English,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24568,PTP,810,01,PhD Sem,In Person,Lecture/Discussion,2,5,6,3,3,36944506,"Tiernan, Chad",Flint Physical Therapy,Flint College Health Sciences,202000,ASST PROFESSOR
202420,Winter 2024,22926,PTP,815,99,Ph.D. in PT Independent Study,Independent Study,Study,1,1,2,4,1,36944506,"Tiernan, Chad",Flint Physical Therapy,Flint College Health Sciences,202000,ASST PROFESSOR
202420,Winter 2024,24570,PTP,995,01,Dissertation: Candidacy,In Person,Lecture/Discussion,1,5,1,5,1,36944506,"Tiernan, Chad",Flint Physical Therapy,Flint College Health Sciences,202000,ASST PROFESSOR
202420,Winter 2024,24378,ECE,235,W1,Working with Families,Fully Online,Online/Web Based,16,30,48,3,3,52802338,"Tinholt, Winona",Flint Education,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,24354,ECE,342,W1,Integ Curr for Children I,Fully Online,Online/Web Based,18,30,54,3,3,52802338,"Tinholt, Winona",Flint Education,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,24243,IES,335,W1,Families Communities Partners,Fully Online,Online/Web Based,14,30,42,3,3,52802338,"Tinholt, Winona",Flint Education,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,24339,CHM,330,01,Organic Chemistry,In Person,Lecture/Discussion,32,72,128,4,4,97210732,"Tischler, Jessica",Flint Dept of Chem/Biochem,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,24095,CHM,333,02,Organic Chemistry Lab II,In Person,Laboratory,13,20,13,1,1,97210732,"Tischler, Jessica",Flint Dept of Chem/Biochem,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,22351,CHM,410,01,Senior Seminar,In Person,Lecture/Discussion,5,20,5,1,1,97210732,"Tischler, Jessica",Flint Dept of Chem/Biochem,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,24782,NUR,900,99,Independent Study,Independent Study,Study,5,4,5,4,1,96262116,"Towers, Diane",Flint Nursing,Flint Nursing,"202640, 202800","CLINICAL INSTRUCTOR, LEO Intermittent Lecturer"
202420,Winter 2024,20050,HCR,304,W1,The Ethics Of Health Care,Fully Online,Online/Web Based,30,30,90,3,3,74705454,"Trevithick, Bruce",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202840,LEO Lecturer II
202420,Winter 2024,24829,HCR,304,W2,The Ethics Of Health Care,Fully Online,Online/Web Based,30,30,90,3,3,74705454,"Trevithick, Bruce",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202840,LEO Lecturer II
202420,Winter 2024,24791,HCR,578,M1,Perform Mgmt in Hlth Care Orgs,Mixed Mode,Online/Web Based,4,30,12,3,3,74705454,"Trevithick, Bruce",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202840,LEO Lecturer II
202420,Winter 2024,24706,HCR,578,W1,Perform Mgmt in Hlth Care Orgs,Fully Online,Online/Web Based,26,30,78,3,3,74705454,"Trevithick, Bruce",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202840,LEO Lecturer II
202420,Winter 2024,23063,MTP,320,W1,Med Terminology for Hlth Prof,Fully Online,Online/Web Based,28,30,56,2,2,74705454,"Trevithick, Bruce",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202840,LEO Lecturer II
202420,Winter 2024,23908,PTP,739,01,Orthot Prosth Asst Tech,In Person,Lecture/Lab,22,24,44,2,2,95219790,"Trojanowski, Suzanne",Flint Physical Therapy,Flint College Health Sciences,201640,CLINICAL ASSOC PROF
202420,Winter 2024,23909,PTP,739,02,Orthot Prosth Asst Tech,In Person,Lecture/Lab,25,25,50,2,2,95219790,"Trojanowski, Suzanne",Flint Physical Therapy,Flint College Health Sciences,201640,CLINICAL ASSOC PROF
202420,Winter 2024,22746,MTH,111,W1,College Algebra,Fully Online,Online/Web Based,31,35,93,3,3,56070032,"Tu, Shu-Yi",Flint Mathematics,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,23434,MTH,222,01,Multivariate Calculus,In Person,Lecture/Discussion,9,35,36,4,4,56070032,"Tu, Shu-Yi",Flint Mathematics,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,24085,MTH,375,W1,Mathematical Statistics,Fully Online,Online/Web Based,14,35,42,3,3,56070032,"Tu, Shu-Yi",Flint Mathematics,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,24362,EDL,762,W1,Practicum II,Fully Online,Online/Web Based,10,30,30,3,3,79541619,"Tunnicliff, Steven",Flint Education,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,24397,EDL,801,W1,Ed Policy & School Reform,Fully Online,Online/Web Based,6,30,18,3,3,79541619,"Tunnicliff, Steven",Flint Education,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,23105,NUR,250,01,Medical-Surgical Nursing I,In Person,Field Work,8,8,64,8,6,41860515,"Turkelson, Carman",Flint Nursing,Flint Nursing,201000,PROFESSOR
202420,Winter 2024,23106,NUR,250,02,Medical-Surgical Nursing I,In Person,Field Work,8,8,64,8,6,41860515,"Turkelson, Carman",Flint Nursing,Flint Nursing,201000,PROFESSOR
202420,Winter 2024,23107,NUR,250,03,Medical-Surgical Nursing I,In Person,Field Work,7,8,56,8,6,41860515,"Turkelson, Carman",Flint Nursing,Flint Nursing,201000,PROFESSOR
202420,Winter 2024,23108,NUR,250,04,Medical-Surgical Nursing I,In Person,Laboratory,8,8,64,8,6,41860515,"Turkelson, Carman",Flint Nursing,Flint Nursing,201000,PROFESSOR
202420,Winter 2024,23109,NUR,250,05,Medical-Surgical Nursing I,In Person,Laboratory,7,8,56,8,6,41860515,"Turkelson, Carman",Flint Nursing,Flint Nursing,201000,PROFESSOR
202420,Winter 2024,23110,NUR,250,06,Medical-Surgical Nursing I,In Person,Field Work,7,8,56,8,6,41860515,"Turkelson, Carman",Flint Nursing,Flint Nursing,201000,PROFESSOR
